词根序号,词根,词根含义,单词,音标,中文释义,词根词缀拆解
92,"spec,spect,spic",外观；种类；看,respect,/rɪ'spɛkt/,v. 尊重 n. 敬重；尊重,前缀 re- 再次 + spect 看→再三看望→尊重
92,"spec,spect,spic",外观；种类；看,respective,/rɪ'spɛktɪv/,adj. 各自的,前缀 re- 回 + spect 看 + 后缀 -ive 表示形容词，“……性质的”→ 回头看自己→各看各的
92,"spec,spect,spic",外观；种类；看,suspect,/sə'spɛkt/,v. 觉得；怀疑 n. 嫌疑犯 adj. 可疑的,前缀 sus- 在……下 + (s)pect 看→怀疑别人就要看透下面隐藏的东西
92,"spec,spect,spic",外观；种类；看,suspicious,/sə'spɪʃəs/,adj. 怀疑的；起疑心的；可疑的,前缀 sus- 在……下 + (s)pic 看 + -i- + 后缀 -ous 表示形容词
93,"strain,string,strict,stress",拉紧；捆绑,constrain,/kən'streɪn/,v. 限制，迫使,前缀 con- 完全 + strain 拉紧→限制
93,"strain,string,strict,stress",拉紧；捆绑,restrain,/rɪ'streɪn/,v. 制止；抑制；限制,前缀 re- 回 + strain 拉紧→拉回来→制止
93,"strain,string,strict,stress",拉紧；捆绑,prestige,/prɛ'sti:ʒ/,n. 威望 adj. 名贵的,前缀 pre- 前 + stig（= string）拉紧 + e →在人前自我约束→ 产生威望
93,"strain,string,strict,stress",拉紧；捆绑,district,/'dɪstrɪkt/,n. 地区,前缀 dis- 分开 + strict 拉紧→划分成不同地区分开约束
93,"strain,string,strict,stress",拉紧；捆绑,restrict,/rɪ'strɪkt/,v. 限制；限制（在某范围）；限定,前缀 re- 回 + strict 拉→拉回来→限制在范围里
93,"strain,string,strict,stress",拉紧；捆绑,restriction,/rɪ'strɪkʃən/,n. 限制条例；限制,restrict 限制 + 后缀 -ion 表示名词
93,"strain,string,strict,stress",拉紧；捆绑,distress,/dɪ'strɛs/,n. 悲痛，疼痛；危难，危急 v. 使心烦，使忧虑,前缀 dis- 分开 + stress 拉紧→一个人被两边分别拉紧→心烦， 忧虑，悲痛
94,tain/tent/ten/tin,握；持,attain,/ə'teɪn/,v.（常指经过努力）获得,前缀 at- 去 + tain 持→努力去持有
94,tain/tent/ten/tin,握；持,contain,/kən'teɪn/,v. 有……在里面；含有；（文章、演讲、电影）包含（某些信息、观点、图像等）；（团体、组织等）包括（某数量的成员）；控制， 阻止,前缀 con- 完全 + tain 握→完全握住→含有，包含
94,tain/tent/ten/tin,握；持,container,/kən'teɪnə/,n. 容器；集装箱,contain 包含 + 后缀 -er 表示名词，“人或物”
94,tain/tent/ten/tin,握；持,content,/'kɒntɛnt/,n.（瓶子、盒子或房间的）所容之物；（书的）目录；（书、 电视节目或网站等的）内容；（课程或计划的）内容；含量 adj. 满 足的；满意的 v. 使满足,前缀 con- 完全 + tent 握→完全握住→内容；满足
94,tain/tent/ten/tin,握；持,entertainment,"/ ,ɛntə'teɪnmənt/",n. 娱乐,entertain 娱乐 + 后缀 -ment 表示名词
94,tain/tent/ten/tin,握；持,obtain,/əb'teɪn/,v. 获得,前缀 ob- 向 + tain 握→去把握住，获得
94,tain/tent/ten/tin,握；持,retain,/rɪ'teɪn/,v. 保留,前缀 re- 回 + tain 握→握着拿回来→保留
94,tain/tent/ten/tin,握；持,sustain,/sə'steɪn/,v. 保持；遭受；支撑,前缀 sus- 在……下 + tain 握→在下面握住→支撑
94,tain/tent/ten/tin,握；持,continue,/kən'tɪnju:/,v. 继续，使继续,前缀 con- 一起 + tin 握 + ue →（从头到尾）一直握有→继续
94,tain/tent/ten/tin,握；持,continent,/'kɒntɪnənt/,n. 洲；（除英国外的）欧洲大陆,前缀 con- 一起 + tin 握，持 + 后缀 -ent 表示名词，“人或物”→ 连在一起连成一片的土地
95,tend/tent/tens,伸展,tend,/tɛnd/,v. 倾向于，往往会；趋向……；倾向于（认为）；照顾，照管； 处理，控制,tend 表示“伸展”→倾向于→伸手照顾或处理
95,tend/tent/tens,伸展,tendency,/'tɛndənsɪ/,n. 倾向；（性格方面不好的）趋向,tend 倾向于 + 后缀 -ency 表示名词
95,tend/tent/tens,伸展,attend,/ə'tɛnd/,v. 参加，出席；上（学），去（教堂）；处理，照料,前缀 at- 去 + tend 伸展→把脚伸到那里→出席；照料
95,tend/tent/tens,伸展,attention,/ə'tɛnʃən/,n. 注意 力；（ 尤指公众的） 关 注； 照 料；（ 引起某人） 注意,前缀 at- 去 + tent 伸展 + 后缀 -ion 表示名词→把注意力伸向 那里→关注，照料
95,tend/tent/tens,伸展,extension,/ɪk'stɛnʃən/,n.（已有建筑或建筑群的）延伸建筑；（已有公路、铁 路的）延长路段；延长的期限；延展；（电话的）分机；（设备的）延伸部分,前缀 ex- 向外 + tens 伸展 + 后缀 -ion 表示名词
95,tend/tent/tens,伸展,intend,/ɪn'tɛnd/,v. 打算；想要,前缀 in- 里（这里指“心里”）+ tend 伸展→从心里伸出→打算
95,tend/tent/tens,伸展,intention,/ɪn'tɛnʃən/,n. 意图,intent 坚决的 + 后缀 -ion 表示名词
95,tend/tent/tens,伸展,pretend,/prɪ'tɛnd/,v. 假装（某事是事实）；假装（在做某事）；假称,前缀 pre- 前 + tend 伸展→提前伸出→想好借口，假装
95,tend/tent/tens,伸展,tense,/tɛns/,adj. 令人紧张的（形势、时期等）；（人）紧张的；（肌肉）紧绷的；n. （动词的）时态 v. 使（肌肉）绷紧，绷紧,tens 伸展 + e →拉紧的
95,tend/tent/tens,伸展,tension,/'tɛnʃən/,n.（精神上的）紧张；紧张局面；冲突；拉紧程度,tense 紧张的 + 后缀 -ion 表示名词
95,tend/tent/tens,伸展,intensive,/ɪn'tɛnsɪv/,adj. 集中的；集约的,intense 集中的 + 后缀 -ive 表示形容词，“……性质的”
96,un(i),一,uniform,"/'ju:nɪ,fɔ:m/",n. 制服 adj. 一致的；同样的,uni 一 + form 形状→统一的形状→制服
96,un(i),一,union,/'ju:njən/,n. 工会；合并；联盟,un 一 + 后缀 -ion 表示名词→合并
96,un(i),一,unique,/ju:'ni:k/,adj. 唯一的；极不寻常的，独特的；独有的,uni 一 + 后缀 -que 表示形容词→唯一的
96,un(i),一,unit,/'ju:nɪt/,n. 单位；（工作）单元；分队；部件,un 一 + it →单元
96,un(i),一,unite,/'ju:naɪt/,v. 使联合，联合,un 一 + 后缀 -ite 表示动词，“使……”→使联合成一个
96,un(i),一,universe,"/'ju:nɪ,vɜ:s/",n. 宇宙,uni 一 + vers 转 + e →旋转成为一体→宇宙
96,un(i),一,universal,"/,ju:nɪ'vɜ:səl/",adj. 全世界的，普遍的,universe 宇宙 + 后缀 -al 表示形容词→宇宙的→（宇宙是）普遍联系的
96,un(i),一,university,"/,ju:nɪ'vɜ:sɪtɪ/",n. 大学,universe 宇宙 + 后缀 -ity 表示名词，“性质”→探索宇宙奥秘的综合性大学
97,ven/vent,来,avenue,"/'ævɪ,nju:/",n. 大街；林荫大道,前缀 a- 在……上 + ven 来 + ue →在来的路上
97,ven/vent,来,conventional,/kən'vɛnʃənəl/,adj.（行为观念等）传统的；传统的（方法或产品）,convention 习俗 + 后缀 -al 表示形容词→传统的
97,ven/vent,来,convenience,/kən'vi:nɪəns/,n. 便利；方便；便利设施,前缀 con- 一起 + ven 来 + -i- + 后缀 -ence 表示名词→全都来了没有遇到障碍→方便
97,ven/vent,来,convenient,/kən'vi:nɪənt/,adj. 方便的；近便的,前缀 con- 一起 + ven 来 + -i- + 后缀 -ent 表示形容词
97,ven/vent,来,revenue,"/'rɛvɪ,nju:/",n.（公司、组织或政府的）收入,前缀 re- 回 + ven 来 + ue →千金散尽还复来
97,ven/vent,来,adventure,/əd'vɛntʃə/,n. 冒险经历；冒险精神,前缀 ad- 去 + venture 冒险→去冒险
97,ven/vent,来,event,/ɪ'vɛnt/,n.（尤指特殊、重大）事件；（有计划、有组织的）活动；比赛 项目,前缀 e-（= ex-）向外 + vent 来→（事件）出来
97,ven/vent,来,eventually,/ɪ'vɛntʃʊəlɪ/,adv. 终于；最终,eventual 最后的 + 后缀 -ly 表示副词
97,ven/vent,来,invent,/ɪn'vɛnt/,v. 发明；虚构,前缀 in- 里（这里指“心里”）+ vent 来→心里走出来→发明
97,ven/vent,来,invention,/ɪn'vɛnʃən/,n. 发明物；发明；虚构；发明才能,invent 发明 + 后缀 -ion 表示名词
97,ven/vent,来,inventor,/ɪn'vɛntə/,n. 发明者,invent 发明 + 后缀 -or 表示名词，“人或物”
97,ven/vent,来,prevent,/prɪ'vɛnt/,v. 预防；阻止,前缀 pre- 前 + vent 来→提前来到→抢先来到，阻止别人
98,"vert,vers",转,vertical,/'vɜ:tɪkəl/,adj. 垂直的,vert 转 + 后缀 -ical 表示形容词→与地面旋转九十度
98,"vert,vers",转,advertise,/'ædvətaɪz/,v. 为……做广告，做广告；登广告（寻求职员、合住者 等）；宣传,前缀 ad- 去 + vert 转 + 后缀 -ise 表示动词，“使……化”→把人们的注意力转过来
98,"vert,vers",转,advertisement,/əd'vɜ:tɪsmənt/,n. 广告，启事；宣传,advertise 做广告 + 后缀 -ment 表示名词
98,"vert,vers",转,convert,/kən'vɜ:t/,v. 转变；改建；改装；换算；改变信仰 n. 改变信仰 的人；热衷……的人,前缀 con- 完全 + vert 转→转变，改变
98,"vert,vers",转,version,/'vɜ:ʃən/,n. 版本，变体；（某人对某事有别于他人的）说法,vers 转 + 后缀 -ion 表示名词→从原文转出来的→版本，变体
98,"vert,vers",转,versus,/'vɜ:səs/,prep. 与……相对；（体育比赛中）……对……；（在法庭上）…… 诉……,vers 转 + us →转向对方
98,"vert,vers",转,conversation,"/,kɒnvə'seɪʃən/",n.（非正式的）交谈,converse 交谈 + 后缀 -ation 表示名词
98,"vert,vers",转,conversely,/'kɒnvɜ:slɪ/,adv. 相反地,converse 相反的说法 + 后缀 -ly 表示副词
98,"vert,vers",转,controversial,"/,kɒntrə'vɜ:ʃəl/",adj. 有争议的,controversy 论战 + 后缀 -ial 表示形容词
98,"vert,vers",转,diverse,/daɪ'vɜ:s/,adj. 各种各样的；不同的,前缀 di-（= dis-）分开 + vers 转 + e →发展成各种各样的
98,"vert,vers",转,reverse,/rɪ'vɜ:s/,v. 使（决定、政策、趋势）转向，逆转；颠倒（顺序）；调换（位置、功能）；倒（车），（车）倒过来 n.（汽车的）倒挡；相反物，相反面； 背面，反面 adj. 相反的,前缀 re- 回 + vers 转 + e →转回来→逆转，颠倒
99,"viv,vit",活；生命,vivid,/'vɪvɪd/,adj.（记忆和描写）清晰的，生动逼真的；颜色鲜艳的,viv 活 + id →活灵活现的
99,"viv,vit",活；生命,survive,/sə'vaɪv/,v. 存活；挺过；幸存；比……活得长,前缀 sur- 超过 + viv 活 + e →比……活得长
99,"viv,vit",活；生命,survival,/sə'vaɪvəl/,n.（在困境中的）生存；存活,survive 存活 + 后缀 -al 表示名词
99,"viv,vit",活；生命,vital,/'vaɪtəl/,adj. 至关重要的；生气勃勃的,vit 生命 + 后缀 -al 表示形容词→要命的，至关重要的
99,"viv,vit",活；生命,vitamin,/'vɪtəmɪn/,n. 维生素,vit 生命 + amin →维持生命的胺（amine）类物质
100,"volv,volut",滚动；转动,volume,/'vɒlju:m/,n. 量；容积；（书籍的）卷；合订本；（收音机、电视机或 音响系统的）音量,vol 滚动 + ume →书卷起来
100,"volv,volut",滚动；转动,evolve,/ɪ'vɒlv/,v. 进化；使……逐步发展，逐步发展,前缀 e-（= ex-）向外 + volv 滚动 + e →向外滚动→发展， 进化
100,"volv,volut",滚动；转动,evolution,"/,i:və'lu:ʃən/",n. 进化；演化，发展,前缀 e-（= ex-）向外 + volut 滚动 + 后缀 -ion 表示名词
100,"volv,volut",滚动；转动,involve,/ɪn'vɒlv/,v. 需要；涉及；使卷入；使参与；使陷入,前缀 in- 进入 + volv 滚动 + e →卷进去
100,"volv,volut",滚动；转动,revolution,"/ ,rɛvə'lu:ʃən/",n. 革命；重大变革,前缀 re- 回 + volut 转动 + 后缀 -ion 表示名词→转回来，翻转→颠覆性的革命
